 mn7 import file
m	dy	h	G_Gh	Ta	Td
 5	 121	 11	272	13.1	7.7
 5	 121	 12	290	13.6	8.1
 5	 121	 13	309	14.1	8.4
 5	 121	 14	308	14.0	11.5
 5	 121	 15	297	14.7	8.5
 5	 121	 16	267	14.9	7.0
 5	 121	 17	204	14.9	7.4
 5	 121	 18	130	14.6	6.6
 5	 121	 19	57	14.1	5.7
 5	 121	 20	8	13.6	6.4
 5	 121	 21	0	13.1	9.5
 5	 121	 22	0	12.9	10.5
 5	 121	 23	0	12.5	9.4
 5	 121	 24	0	12.1	9.1
 5	 122	 1	0	11.7	8.7
 5	 122	 2	0	11.3	8.9
 5	 122	 3	0	11.0	9.2
 5	 122	 4	0	10.8	9.0
 5	 122	 5	0	10.6	9.7
 5	 122	 6	3	10.6	10.1
 5	 122	 7	73	11.3	9.3
 5	 122	 8	171	12.2	9.3
 5	 122	 9	254	13.1	8.2
 5	 122	 10	371	14.2	6.9
 5	 122	 11	422	15.0	7.5
 5	 122	 12	464	15.8	6.9
 5	 122	 13	415	16.2	7.2
 5	 122	 14	402	16.4	6.7
 5	 122	 15	400	16.6	6.7
 5	 122	 16	299	16.6	7.4
 5	 122	 17	252	16.4	7.0
 5	 122	 18	155	16.0	7.6
 5	 122	 19	60	15.4	6.8
 5	 122	 20	4	14.7	7.1
 5	 122	 21	0	14.0	7.9
 5	 122	 22	0	13.3	7.6
 5	 122	 23	0	12.4	10.1
 5	 122	 24	0	12.0	9.6
 5	 123	 1	0	11.5	9.2
 5	 123	 2	0	11.1	8.7
 5	 123	 3	0	10.8	8.5
 5	 123	 4	0	10.6	8.3
 5	 123	 5	0	10.4	8.1
 5	 123	 6	8	10.5	8.2
 5	 123	 7	62	11.1	8.1
 5	 123	 8	152	11.9	8.9
 5	 123	 9	255	12.9	6.0
 5	 123	 10	428	14.2	4.2
 5	 123	 11	664	16.0	4.3
 5	 123	 12	512	16.7	4.9
 5	 123	 13	326	16.8	5.7
 5	 123	 14	442	17.1	5.6
 5	 123	 15	497	17.5	5.7
 5	 123	 16	710	18.2	5.9
 5	 123	 17	329	18.0	6.0
 5	 123	 18	161	17.4	5.5
 5	 123	 19	30	16.6	5.2
 5	 123	 20	6	15.7	4.7
 5	 123	 21	0	14.9	6.5
 5	 123	 22	0	14.2	6.4
 5	 123	 23	0	13.4	6.5
 5	 123	 24	0	12.6	6.1
 5	 124	 1	0	11.9	5.7
 5	 124	 2	0	11.2	5.9
 5	 124	 3	0	10.8	6.1
 5	 124	 4	0	10.4	6.2
 5	 124	 5	0	10.2	6.5
 5	 124	 6	2	10.1	6.4
 5	 124	 7	78	10.8	6.9
 5	 124	 8	258	12.2	6.9
 5	 124	 9	313	13.2	7.9
 5	 124	 10	396	14.0	7.0
 5	 124	 11	585	15.2	7.2
 5	 124	 12	638	16.2	6.9
 5	 124	 13	424	16.4	7.6
 5	 124	 14	474	16.6	7.9
 5	 124	 15	407	16.7	7.2
 5	 124	 16	232	16.2	7.1
 5	 124	 17	237	15.9	7.6
 5	 124	 18	180	15.3	10.7
 5	 124	 19	16	14.6	7.4
 5	 124	 20	24	13.9	7.6
 5	 124	 21	0	13.3	8.0
 5	 124	 22	0	12.7	7.9
 5	 124	 23	0	12.1	7.8
 5	 124	 24	0	11.5	7.3
 5	 125	 1	0	11.2	7.0
 5	 125	 2	0	10.9	6.8
 5	 125	 3	0	10.7	6.3
 5	 125	 4	0	10.5	7.1
 5	 125	 5	0	10.4	7.0
 5	 125	 6	18	10.8	7.3
 5	 125	 7	156	12.2	6.9
 5	 125	 8	336	13.9	7.5
 5	 125	 9	524	15.7	8.0
 5	 125	 10	694	17.5	6.4
 5	 125	 11	829	19.2	7.5
 5	 125	 12	355	18.8	6.6
 5	 125	 13	401	18.7	7.1
 5	 125	 14	475	18.9	6.8
 5	 125	 15	349	18.6	7.1
 5	 125	 16	301	18.2	6.8
 5	 125	 17	227	17.6	7.3
 5	 125	 18	153	17.0	6.3
 5	 125	 19	91	16.2	6.9
 5	 125	 20	26	15.4	7.2
 5	 125	 21	0	14.6	8.4
 5	 125	 22	0	13.8	8.8
 5	 125	 23	0	13.0	8.7
 5	 125	 24	0	12.2	8.1
 5	 126	 1	0	11.5	7.8
 5	 126	 2	0	10.8	8.0
 5	 126	 3	0	10.5	7.5
 5	 126	 4	0	10.1	7.8
 5	 126	 5	0	9.8	7.5
 5	 126	 6	8	9.9	7.5
 5	 126	 7	123	11.2	7.8
 5	 126	 8	266	12.6	7.2
 5	 126	 9	425	14.2	7.1
 5	 126	 10	556	15.8	5.6
 5	 126	 11	675	17.2	6.0
 5	 126	 12	756	18.5	5.3
 5	 126	 13	743	19.4	6.3
 5	 126	 14	700	20.0	6.5
 5	 126	 15	643	20.3	6.3
 5	 126	 16	559	20.4	5.4
 5	 126	 17	425	20.1	5.7
 5	 126	 18	296	19.4	5.2
 5	 126	 19	161	18.5	5.6
 5	 126	 20	48	17.4	5.8
 5	 126	 21	0	16.3	6.8
 5	 126	 22	0	14.9	6.8
 5	 126	 23	0	13.4	6.8
 5	 126	 24	0	12.0	6.3
 5	 127	 1	0	10.9	6.6
 5	 127	 2	0	9.7	7.1
 5	 127	 3	0	9.0	6.7
 5	 127	 4	0	8.4	6.1
 5	 127	 5	0	7.9	5.4
 5	 127	 6	10	8.0	5.3
 5	 127	 7	124	9.1	5.8
 5	 127	 8	262	10.4	6.3
 5	 127	 9	388	11.6	5.3
 5	 127	 10	534	12.9	4.5
 5	 127	 11	672	14.2	4.3
 5	 127	 12	725	15.3	4.8
 5	 127	 13	780	16.2	4.4
 5	 127	 14	780	16.9	4.0
 5	 127	 15	686	17.3	4.0
 5	 127	 16	556	17.3	2.4
 5	 127	 17	424	17.0	2.6
 5	 127	 18	285	16.3	3.8
 5	 127	 19	145	15.4	3.8
 5	 127	 20	44	14.3	4.3
 5	 127	 21	0	13.3	4.4
 5	 127	 22	0	12.0	5.8
 5	 127	 23	0	10.7	5.4
 5	 127	 24	0	9.4	4.9
 5	 128	 1	0	8.6	5.6
 5	 128	 2	0	7.8	5.3
 5	 128	 3	0	7.3	5.1
 5	 128	 4	0	6.9	4.4
 5	 128	 5	0	6.5	4.4
 5	 128	 6	19	6.9	3.6
 5	 128	 7	139	8.0	3.9
 5	 128	 8	328	9.7	4.0
 5	 128	 9	466	11.3	2.5
 5	 128	 10	522	12.4	1.4
 5	 128	 11	618	13.4	1.7
 5	 128	 12	643	14.3	1.4
 5	 128	 13	691	15.0	1.5
 5	 128	 14	695	15.5	2.3
 5	 128	 15	559	15.7	3.0
 5	 128	 16	355	15.2	3.1
 5	 128	 17	336	14.8	2.3
 5	 128	 18	235	14.1	2.3
 5	 128	 19	160	13.4	2.4
 5	 128	 20	46	12.4	2.3
 5	 128	 21	0	11.5	2.0
 5	 128	 22	0	10.3	2.0
 5	 128	 23	0	9.1	2.3
 5	 128	 24	0	7.9	1.5
 5	 129	 1	0	7.2	1.3
 5	 129	 2	0	6.3	0.6
 5	 129	 3	0	5.8	-0.2
 5	 129	 4	0	5.3	-0.6
 5	 129	 5	0	5.0	-1.0
 5	 129	 6	12	5.1	-0.8
 5	 129	 7	136	6.4	-0.3
 5	 129	 8	288	7.8	0.6
 5	 129	 9	443	9.3	0.1
 5	 129	 10	585	10.8	0.6
 5	 129	 11	694	12.1	0.3
 5	 129	 12	763	13.3	0.0
 5	 129	 13	802	14.2	0.6
 5	 129	 14	793	14.9	0.7
 5	 129	 15	741	15.3	1.5
 5	 129	 16	620	15.4	1.2
 5	 129	 17	495	15.2	1.1
 5	 129	 18	343	14.5	0.2
 5	 129	 19	190	13.6	0.5
 5	 129	 20	61	12.4	0.9
 5	 129	 21	0	11.2	1.2
 5	 129	 22	0	10.0	2.8
 5	 129	 23	0	8.7	3.3
 5	 129	 24	0	7.5	3.6
 5	 130	 1	0	6.8	3.1
 5	 130	 2	0	6.1	2.6
 5	 130	 3	0	5.6	2.3
 5	 130	 4	0	5.2	1.9
 5	 130	 5	0	4.9	3.7
 5	 130	 6	10	5.0	3.3
 5	 130	 7	118	6.1	4.2
 5	 130	 8	250	7.3	4.4
 5	 130	 9	326	8.3	3.6
 5	 130	 10	416	9.2	3.4
 5	 130	 11	515	10.2	3.4
 5	 130	 12	623	11.2	3.8
 5	 130	 13	714	12.1	4.3
 5	 130	 14	799	13.1	4.8
 5	 130	 15	741	13.7	4.7
 5	 130	 16	605	13.9	4.6
 5	 130	 17	420	13.6	4.0
 5	 130	 18	332	13.2	5.1
 5	 130	 19	181	12.4	5.6
 5	 130	 20	53	11.4	5.5
 5	 130	 21	0	10.4	5.3
 5	 130	 22	0	9.7	6.0
 5	 130	 23	0	9.1	5.5
 5	 130	 24	0	8.5	5.5
 5	 131	 1	0	8.4	5.4
 5	 131	 2	0	8.3	5.5
 5	 131	 3	0	8.3	5.8
 5	 131	 4	0	8.3	5.6
 5	 131	 5	0	8.3	5.7
 5	 131	 6	11	8.6	6.5
 5	 131	 7	33	8.9	6.2
 5	 131	 8	94	9.5	6.6
 5	 131	 9	173	10.3	7.3
 5	 131	 10	188	10.8	7.8
 5	 131	 11	258	11.7	6.1
 5	 131	 12	254	12.2	6.3
 5	 131	 13	341	12.8	5.8
 5	 131	 14	469	13.7	5.7
 5	 131	 15	520	14.6	5.3
 5	 131	 16	518	15.3	5.2
 5	 131	 17	448	15.7	5.9
 5	 131	 18	357	15.9	5.7
 5	 131	 19	223	15.7	6.5
 5	 131	 20	73	15.1	5.4
 5	 131	 21	1	14.4	5.4
 5	 131	 22	0	13.3	6.3
 5	 131	 23	0	12.1	6.0
 5	 131	 24	0	10.9	5.8
 5	 132	 1	0	9.7	5.2
 5	 132	 2	0	8.3	5.3
 5	 132	 3	0	7.6	4.4
 5	 132	 4	0	6.8	4.0
 5	 132	 5	0	6.3	3.8
 5	 132	 6	18	6.5	4.5
 5	 132	 7	131	7.3	5.0
 5	 132	 8	185	7.9	4.7
 5	 132	 9	278	8.5	5.0
 5	 132	 10	439	9.4	4.6
 5	 132	 11	458	10.0	4.8
 5	 132	 12	389	10.2	5.2
 5	 132	 13	631	10.9	5.5
 5	 132	 14	474	11.0	4.5
 5	 132	 15	142	10.4	4.7
 5	 132	 16	276	10.2	4.7
 5	 132	 17	200	9.8	4.1
 5	 132	 18	204	9.3	6.4
 5	 132	 19	192	9.1	4.9
 5	 132	 20	81	8.6	5.4
 5	 132	 21	3	8.0	4.9
 5	 132	 22	0	7.5	5.5
 5	 132	 23	0	7.0	5.6
 5	 132	 24	0	6.5	5.2
 5	 133	 1	0	6.7	5.5
 5	 133	 2	0	6.8	5.1
 5	 133	 3	0	6.9	4.9
 5	 133	 4	0	7.0	4.2
 5	 133	 5	0	7.0	3.8
 5	 133	 6	4	7.1	3.2
 5	 133	 7	67	7.9	4.3
 5	 133	 8	142	8.8	4.4
 5	 133	 9	309	10.3	4.3
 5	 133	 10	486	12.0	4.3
 5	 133	 11	467	13.1	4.7
 5	 133	 12	488	14.0	3.5
 5	 133	 13	618	15.0	3.7
 5	 133	 14	530	15.6	3.4
 5	 133	 15	444	15.9	2.6
 5	 133	 16	442	16.1	2.3
 5	 133	 17	369	16.1	3.5
 5	 133	 18	156	15.3	6.8
 5	 133	 19	18	14.4	3.3
 5	 133	 20	6	13.6	3.5
 5	 133	 21	0	12.8	3.4
 5	 133	 22	0	12.2	4.0
 5	 133	 23	0	11.7	3.5
 5	 133	 24	0	11.1	3.1
 5	 134	 1	0	10.5	3.4
 5	 134	 2	0	9.8	3.1
 5	 134	 3	0	9.4	3.0
 5	 134	 4	0	8.5	5.9
 5	 134	 5	0	8.7	6.5
 5	 134	 6	15	9.0	6.7
 5	 134	 7	89	9.6	6.7
 5	 134	 8	76	9.7	6.7
 5	 134	 9	213	10.4	7.4
 5	 134	 10	369	11.4	4.5
 5	 134	 11	282	11.8	4.1
 5	 134	 12	339	12.2	4.6
 5	 134	 13	248	12.2	4.3
 5	 134	 14	170	12.1	4.6
 5	 134	 15	265	12.1	4.1
 5	 134	 16	284	12.2	7.4
 5	 134	 17	202	12.1	4.8
 5	 134	 18	133	11.8	7.9
 5	 134	 19	64	11.3	8.3
 5	 134	 20	48	10.8	7.8
 5	 134	 21	0	10.5	7.5
 5	 134	 22	0	10.2	7.8
 5	 134	 23	0	10.3	9.3
 5	 134	 24	0	10.2	9.3
 5	 135	 1	0	10.5	9.4
 5	 135	 2	0	10.2	9.0
 5	 135	 3	0	10.9	8.4
 5	 135	 4	0	11.1	9.0
 5	 135	 5	0	11.4	10.8
 5	 135	 6	6	11.5	11.0
 5	 135	 7	43	12.1	10.7
 5	 135	 8	66	12.5	10.4
 5	 135	 9	153	13.4	10.5
 5	 135	 10	187	14.2	10.3
 5	 135	 11	192	14.7	10.7
 5	 135	 12	229	15.2	11.0
 5	 135	 13	268	15.8	10.4
 5	 135	 14	168	15.9	10.2
 5	 135	 15	179	16.0	10.5
 5	 135	 16	212	16.2	10.4
 5	 135	 17	189	16.3	11.3
 5	 135	 18	131	16.2	11.4
 5	 135	 19	91	16.0	12.2
 5	 135	 20	36	15.6	12.0
 5	 135	 21	1	15.1	12.1
 5	 135	 22	0	14.4	11.9
 5	 135	 23	0	13.6	11.8
 5	 135	 24	0	13.2	10.6
 5	 136	 1	0	12.0	11.3
 5	 136	 2	0	11.2	10.4
 5	 136	 3	0	10.7	10.4
 5	 136	 4	0	10.4	10.1
 5	 136	 5	0	10.3	9.4
 5	 136	 6	37	10.7	9.3
 5	 136	 7	131	11.4	9.5
 5	 136	 8	173	11.9	9.6
 5	 136	 9	373	13.0	9.9
 5	 136	 10	391	13.8	8.7
 5	 136	 11	482	14.6	8.6
 5	 136	 12	598	15.5	8.4
 5	 136	 13	471	15.9	8.3
 5	 136	 14	530	16.3	8.5
 5	 136	 15	318	16.3	8.9
 5	 136	 16	186	15.8	8.1
 5	 136	 17	120	15.3	11.2
 5	 136	 18	31	14.6	8.9
 5	 136	 19	37	14.1	8.8
 5	 136	 20	9	13.5	8.5
 5	 136	 21	0	13.0	8.3
 5	 136	 22	0	12.3	8.3
 5	 136	 23	0	11.6	8.2
 5	 136	 24	0	11.0	9.0
 5	 137	 1	0	10.3	9.6
 5	 137	 2	0	10.3	9.9
 5	 137	 3	0	10.1	9.8
 5	 137	 4	0	10.0	9.7
 5	 137	 5	0	10.1	9.8
 5	 137	 6	23	10.4	10.1
 5	 137	 7	30	10.6	10.1
 5	 137	 8	28	10.7	10.2
 5	 137	 9	41	10.9	9.6
 5	 137	 10	86	11.2	9.0
 5	 137	 11	247	12.0	9.2
 5	 137	 12	187	12.4	9.8
 5	 137	 13	222	12.8	9.8
 5	 137	 14	419	13.8	8.4
 5	 137	 15	665	15.1	8.2
 5	 137	 16	480	15.8	8.3
 5	 137	 17	516	16.5	8.2
 5	 137	 18	429	16.9	8.2
 5	 137	 19	139	16.7	7.9
 5	 137	 20	31	16.1	6.9
 5	 137	 21	0	15.6	6.6
 5	 137	 22	0	14.4	6.8
 5	 137	 23	0	13.2	7.6
 5	 137	 24	0	12.0	7.3
 5	 138	 1	0	10.5	6.7
 5	 138	 2	0	8.9	6.5
 5	 138	 3	0	8.1	7.3
 5	 138	 4	0	7.5	7.5
 5	 138	 5	0	7.4	7.2
 5	 138	 6	45	7.8	7.8
 5	 138	 7	156	8.7	8.2
 5	 138	 8	290	9.9	8.3
 5	 138	 9	426	11.2	8.5
 5	 138	 10	542	12.5	7.0
 5	 138	 11	642	13.8	6.4
 5	 138	 12	676	14.8	7.0
 5	 138	 13	699	15.6	6.9
 5	 138	 14	726	16.3	6.2
 5	 138	 15	664	16.7	6.8
 5	 138	 16	579	16.8	7.1
 5	 138	 17	457	16.7	7.0
 5	 138	 18	318	16.2	5.8
 5	 138	 19	189	15.4	5.4
 5	 138	 20	68	14.4	5.7
 5	 138	 21	1	13.3	5.6
 5	 138	 22	0	12.5	6.7
 5	 138	 23	0	11.7	6.8
 5	 138	 24	0	10.8	7.3
 5	 139	 1	0	10.8	7.8
 5	 139	 2	0	10.7	8.0
 5	 139	 3	0	10.7	7.3
 5	 139	 4	0	10.6	6.9
 5	 139	 5	0	10.6	6.4
 5	 139	 6	15	10.8	6.1
 5	 139	 7	49	10.9	8.6
 5	 139	 8	105	11.8	8.7
 5	 139	 9	195	12.6	9.6
 5	 139	 10	241	13.4	6.6
 5	 139	 11	383	14.6	5.4
 5	 139	 12	423	15.6	5.3
 5	 139	 13	435	16.4	5.8
 5	 139	 14	403	17.0	7.3
 5	 139	 15	400	17.4	7.7
 5	 139	 16	393	17.7	11.0
 5	 139	 17	359	18.0	8.0
 5	 139	 18	291	18.0	8.3
 5	 139	 19	220	17.8	8.7
 5	 139	 20	98	17.3	9.2
 5	 139	 21	5	16.6	10.1
 5	 139	 22	0	16.3	11.0
 5	 139	 23	0	16.1	10.9
 5	 139	 24	0	15.8	10.7
 5	 140	 1	0	15.7	10.0
 5	 140	 2	0	15.6	10.5
 5	 140	 3	0	15.5	10.6
 5	 140	 4	0	15.5	10.6
 5	 140	 5	0	15.4	10.3
 5	 140	 6	48	16.1	11.9
 5	 140	 7	95	16.8	11.6
 5	 140	 8	184	17.7	14.5
 5	 140	 9	337	19.1	12.6
 5	 140	 10	313	20.0	12.5
 5	 140	 11	275	20.4	12.7
 5	 140	 12	336	21.0	12.5
 5	 140	 13	387	21.6	12.1
 5	 140	 14	546	22.5	12.1
 5	 140	 15	735	23.7	11.6
 5	 140	 16	437	24.0	12.3
 5	 140	 17	562	24.6	12.6
 5	 140	 18	349	24.6	13.0
 5	 140	 19	235	24.3	12.3
 5	 140	 20	67	23.5	13.1
 5	 140	 21	4	22.6	14.3
 5	 140	 22	0	21.6	15.5
 5	 140	 23	0	20.5	16.1
 5	 140	 24	0	19.4	16.2
 5	 141	 1	0	18.4	15.7
 5	 141	 2	0	17.4	14.9
 5	 141	 3	0	16.9	15.2
 5	 141	 4	0	16.5	15.4
 5	 141	 5	0	16.5	15.2
 5	 141	 6	62	17.0	15.2
 5	 141	 7	199	18.0	15.5
 5	 141	 8	386	19.3	14.9
 5	 141	 9	500	20.5	15.2
 5	 141	 10	576	21.6	13.2
 5	 141	 11	628	22.4	13.3
 5	 141	 12	576	22.9	12.9
 5	 141	 13	537	23.3	12.6
 5	 141	 14	388	23.1	15.9
 5	 141	 15	149	22.5	17.4
 5	 141	 16	111	21.9	15.5
 5	 141	 17	45	21.2	12.2
 5	 141	 18	32	20.5	11.1
 5	 141	 19	19	19.9	10.6
 5	 141	 20	7	19.4	9.4
 5	 141	 21	1	18.9	9.0
 5	 141	 22	0	17.6	8.9
 5	 141	 23	0	16.3	8.7
 5	 141	 24	0	14.9	8.7
 5	 142	 1	0	13.7	9.4
 5	 142	 2	0	12.3	8.8
 5	 142	 3	0	11.6	8.5
 5	 142	 4	0	11.0	7.6
 5	 142	 5	0	10.9	7.8
 5	 142	 6	59	11.6	6.7
 5	 142	 7	188	12.8	7.2
 5	 142	 8	349	14.3	7.9
 5	 142	 9	510	16.0	7.6
 5	 142	 10	658	17.7	6.8
 5	 142	 11	774	19.3	6.8
 5	 142	 12	852	20.7	6.6
 5	 142	 13	883	21.9	6.1
 5	 142	 14	866	22.8	5.9
 5	 142	 15	802	23.3	5.7
 5	 142	 16	696	23.6	6.4
 5	 142	 17	560	23.5	6.1
 5	 142	 18	400	22.9	6.4
 5	 142	 19	238	21.9	7.2
 5	 142	 20	94	20.7	7.2
 5	 142	 21	2	19.4	8.3
 5	 142	 22	0	17.7	8.9
 5	 142	 23	0	16.1	9.1
 5	 142	 24	0	14.4	7.6
 5	 143	 1	0	13.4	7.6
 5	 143	 2	0	12.3	7.3
 5	 143	 3	0	11.8	7.1
 5	 143	 4	0	11.3	7.1
 5	 143	 5	0	11.3	7.1
 5	 143	 6	60	11.9	7.3
 5	 143	 7	188	13.2	7.9
 5	 143	 8	349	14.8	7.9
 5	 143	 9	513	16.6	8.3
 5	 143	 10	657	18.3	7.5
 5	 143	 11	769	20.0	7.0
 5	 143	 12	848	21.5	7.1
 5	 143	 13	882	22.7	6.6
 5	 143	 14	871	23.6	6.7
 5	 143	 15	811	24.2	6.6
 5	 143	 16	713	24.5	6.9
 5	 143	 17	577	24.5	7.4
 5	 143	 18	419	23.9	7.2
 5	 143	 19	253	23.0	7.2
 5	 143	 20	103	21.8	7.5
 5	 143	 21	4	20.4	8.2
 5	 143	 22	0	18.7	9.2
 5	 143	 23	0	17.0	9.3
 5	 143	 24	0	15.3	8.5
 5	 144	 1	0	14.2	8.7
 5	 144	 2	0	13.0	8.5
 5	 144	 3	0	12.3	8.4
 5	 144	 4	0	11.8	8.2
 5	 144	 5	0	11.7	7.9
 5	 144	 6	68	12.4	8.2
 5	 144	 7	205	13.5	9.1
 5	 144	 8	363	14.9	9.8
 5	 144	 9	449	16.1	10.4
 5	 144	 10	687	17.7	9.4
 5	 144	 11	828	19.3	9.7
 5	 144	 12	403	19.2	10.5
 5	 144	 13	293	18.9	11.0
 5	 144	 14	469	19.1	10.9
 5	 144	 15	504	19.2	11.0
 5	 144	 16	423	19.2	11.1
 5	 144	 17	231	18.6	10.5
 5	 144	 18	122	17.8	10.0
 5	 144	 19	83	17.0	10.1
 5	 144	 20	34	16.2	9.3
 5	 144	 21	2	15.4	9.9
 5	 144	 22	0	14.9	10.1
 5	 144	 23	0	14.4	10.1
 5	 144	 24	0	13.9	10.8
 5	 145	 1	0	14.0	11.6
 5	 145	 2	0	14.1	12.0
 5	 145	 3	0	14.5	11.7
 5	 145	 4	0	14.4	12.5
 5	 145	 5	0	14.7	12.7
 5	 145	 6	11	14.9	14.5
 5	 145	 7	28	15.1	14.5
 5	 145	 8	62	15.5	14.4
 5	 145	 9	88	15.7	14.3
 5	 145	 10	124	16.3	14.5
 5	 145	 11	155	16.7	14.6
 5	 145	 12	170	17.1	14.8
 5	 145	 13	178	17.5	14.8
 5	 145	 14	189	17.7	15.8
 5	 145	 15	189	16.8	16.2
 5	 145	 16	158	17.6	16.4
 5	 145	 17	125	18.0	16.2
 5	 145	 18	76	18.0	16.9
 5	 145	 19	40	17.8	16.3
 5	 145	 20	20	17.6	16.1
 5	 145	 21	1	17.3	15.6
 5	 145	 22	0	17.1	16.5
 5	 145	 23	0	16.8	16.3
 5	 145	 24	0	16.5	16.0
 5	 146	 1	0	16.3	15.5
 5	 146	 2	0	16.1	15.4
 5	 146	 3	0	15.9	15.4
 5	 146	 4	0	15.8	15.5
 5	 146	 5	0	15.8	15.5
 5	 146	 6	15	16.0	15.7
 5	 146	 7	44	16.3	15.7
 5	 146	 8	95	16.7	16.1
 5	 146	 9	139	17.1	16.4
 5	 146	 10	179	17.6	16.8
 5	 146	 11	178	17.9	15.0
 5	 146	 12	185	18.2	15.6
 5	 146	 13	186	18.3	15.5
 5	 146	 14	156	18.4	15.4
 5	 146	 15	149	18.5	15.9
 5	 146	 16	110	18.4	16.6
 5	 146	 17	76	18.2	16.0
 5	 146	 18	59	17.4	16.4
 5	 146	 19	44	17.7	15.6
 5	 146	 20	21	17.4	14.9
 5	 146	 21	1	17.3	14.1
 5	 146	 22	0	16.8	14.3
 5	 146	 23	0	16.1	12.9
 5	 146	 24	0	15.4	12.2
 5	 147	 1	0	14.9	12.5
 5	 147	 2	0	14.3	11.9
 5	 147	 3	0	14.0	11.6
 5	 147	 4	0	13.7	11.4
 5	 147	 5	0	13.7	11.3
 5	 147	 6	44	14.2	11.8
 5	 147	 7	135	15.1	12.0
 5	 147	 8	246	16.3	13.1
 5	 147	 9	362	17.6	11.4
 5	 147	 10	460	18.8	11.1
 5	 147	 11	566	20.1	11.0
 5	 147	 12	615	21.2	11.3
 5	 147	 13	638	22.1	11.2
 5	 147	 14	624	22.8	11.0
 5	 147	 15	576	23.2	11.7
 5	 147	 16	510	23.4	12.2
 5	 147	 17	418	23.4	12.1
 5	 147	 18	303	23.1	12.5
 5	 147	 19	188	22.4	12.0
 5	 147	 20	79	21.5	11.7
 5	 147	 21	4	20.5	11.0
 5	 147	 22	0	19.5	12.9
 5	 147	 23	0	18.4	13.1
 5	 147	 24	0	17.3	12.5
 5	 148	 1	0	16.6	11.7
 5	 148	 2	0	15.9	10.5
 5	 148	 3	0	15.5	11.3
 5	 148	 4	0	15.2	11.0
 5	 148	 5	0	15.2	11.0
 5	 148	 6	50	15.7	11.6
 5	 148	 7	152	16.8	11.9
 5	 148	 8	282	18.1	12.3
 5	 148	 9	409	19.5	13.2
 5	 148	 10	524	20.9	11.9
 5	 148	 11	635	22.3	11.5
 5	 148	 12	674	23.5	10.7
 5	 148	 13	713	24.5	10.9
 5	 148	 14	669	25.2	10.9
 5	 148	 15	642	25.7	10.6
 5	 148	 16	559	25.9	10.4
 5	 148	 17	460	25.9	11.1
 5	 148	 18	320	25.4	11.2
 5	 148	 19	188	24.7	11.5
 5	 148	 20	80	23.7	10.7
 5	 148	 21	3	22.6	10.5
 5	 148	 22	0	20.9	12.5
 5	 148	 23	0	19.2	12.3
 5	 148	 24	0	17.5	11.2
 5	 149	 1	0	16.1	10.7
 5	 149	 2	0	14.7	9.2
 5	 149	 3	0	13.9	9.0
 5	 149	 4	0	13.4	8.4
 5	 149	 5	0	13.3	8.4
 5	 149	 6	47	13.8	7.2
 5	 149	 7	121	14.4	7.2
 5	 149	 8	207	15.2	7.1
 5	 149	 9	314	16.1	7.7
 5	 149	 10	387	17.0	7.2
 5	 149	 11	457	17.8	7.4
 5	 149	 12	493	18.5	7.6
 5	 149	 13	514	19.1	8.2
 5	 149	 14	553	19.6	8.4
 5	 149	 15	515	19.9	8.3
 5	 149	 16	484	20.2	8.2
 5	 149	 17	355	20.1	8.3
 5	 149	 18	260	19.8	9.0
 5	 149	 19	154	19.2	8.7
 5	 149	 20	61	18.5	8.8
 5	 149	 21	1	17.7	8.8
 5	 149	 22	0	16.5	11.8
 5	 149	 23	0	15.4	13.0
 5	 149	 24	0	14.2	11.8
 5	 150	 1	0	13.7	10.6
 5	 150	 2	0	12.7	10.4
 5	 150	 3	0	12.8	9.7
 5	 150	 4	0	12.6	10.3
 5	 150	 5	0	12.6	10.3
 5	 150	 6	5	12.7	10.6
 5	 150	 7	58	13.1	10.1
 5	 150	 8	73	13.4	10.3
 5	 150	 9	46	13.5	10.4
 5	 150	 10	128	13.9	8.7
 5	 150	 11	226	14.6	9.4
 5	 150	 12	311	15.3	9.5
 5	 150	 13	424	16.3	9.8
 5	 150	 14	510	17.2	9.8
 5	 150	 15	446	17.9	10.5
 5	 150	 16	355	18.2	10.7
 5	 150	 17	363	18.5	9.5
 5	 150	 18	316	18.7	10.6
 5	 150	 19	208	18.6	11.3
 5	 150	 20	115	18.2	10.9
 5	 150	 21	11	17.6	10.9
 5	 150	 22	0	17.0	11.7
 5	 150	 23	0	16.3	12.1
 5	 150	 24	0	15.7	12.1
 5	 151	 1	0	15.1	10.5
 5	 151	 2	0	14.6	10.2
 5	 151	 3	0	14.3	9.4
 5	 151	 4	0	14.1	8.2
 5	 151	 5	0	14.0	8.6
 5	 151	 6	26	14.2	11.1
 5	 151	 7	71	14.7	11.6
 5	 151	 8	127	15.2	12.1
 5	 151	 9	179	15.8	9.1
 5	 151	 10	256	16.5	7.8
 5	 151	 11	315	17.1	8.2
 5	 151	 12	300	17.6	8.7
 5	 151	 13	302	17.9	12.1
 5	 151	 14	276	18.1	14.8
 5	 151	 15	250	18.2	11.7
 5	 151	 16	204	18.0	14.8
 5	 151	 17	169	18.1	11.7
 5	 151	 18	126	17.9	8.4
 5	 151	 19	82	17.6	6.3
 5	 151	 20	37	17.2	6.9
 5	 151	 21	1	16.7	7.8
 5	 151	 22	0	15.8	8.7
 5	 151	 23	0	14.8	11.6
 5	 151	 24	0	13.4	11.0
 6	 152	 1	0	13.2	11.0
