Uccle
 50.8          4.35          105           1            Azimuth = 0   Elevation = 90

 m; dy; h; Ta; RH;G_Gh; FF; DD;RR;G_Gk;N
 1; 19; 14;11.4;50;320;8.0;50;0.0;917;0
 1; 19; 15;11.8;51;267;7.6;82;0.0;821;0
 1; 19; 16;11.5;51;170;7.1;74;0.0;633;0
 1; 19; 17;10.4;54;60;7.0;93;0.0;369;1
 1; 19; 18;9.0;62;0;7.6;86;0.0;0;1
 1; 19; 19;8.7;63;0;7.3;71;0.0;0;2
 1; 19; 20;8.3;69;0;8.5;91;0.0;0;2
 1; 19; 21;7.9;66;0;8.2;54;0.0;0;2
 1; 19; 22;7.5;70;0;7.6;77;0.0;0;3
 1; 19; 23;7.2;74;0;8.8;98;0.0;0;3
 1; 19; 24;6.8;72;0;8.2;61;0.0;0;4
 1; 20; 1;6.4;74;0;7.3;75;0.0;0;4
 1; 20; 2;6.0;78;0;7.3;79;0.0;0;4
 1; 20; 3;5.6;80;0;6.6;69;0.0;0;5
 1; 20; 4;5.3;81;0;6.1;185;0.0;0;5
 1; 20; 5;5.1;80;0;5.4;190;0.0;0;6
 1; 20; 6;4.9;84;0;5.7;276;0.0;0;6
 1; 20; 7;4.7;92;0;5.0;261;0.0;0;6
 1; 20; 8;4.6;89;0;5.7;246;0.0;0;7
 1; 20; 9;4.6;88;0;6.4;246;0.0;0;7
 1; 20; 10;5.3;87;43;5.7;127;0.0;60;8
 1; 20; 11;6.2;93;100;5.7;213;0.3;129;8
 1; 20; 12;7.1;88;147;5.2;246;0.0;183;8
 1; 20; 13;7.8;83;169;5.7;286;0.0;213;8
 1; 20; 14;8.3;82;180;6.6;237;0.0;269;7
 1; 20; 15;8.4;78;132;6.8;86;0.0;164;8
 1; 20; 16;8.2;79;91;7.3;87;0.0;148;8
 1; 20; 17;7.6;77;32;8.2;65;0.0;64;7
 1; 20; 18;7.0;81;0;7.6;58;0.0;0;7
 1; 20; 19;6.8;85;0;6.4;72;0.0;0;6
 1; 20; 20;6.6;93;0;5.4;192;0.0;0;6
 1; 20; 21;6.4;92;0;5.7;262;0.0;0;6
 1; 20; 22;6.2;92;0;5.2;204;0.0;0;5
 1; 20; 23;6.1;95;0;4.0;260;0.0;0;5
 1; 20; 24;5.9;100;0;3.4;231;0.0;0;5
 1; 21; 1;5.8;100;0;4.0;273;0.0;0;4
 1; 21; 2;5.8;100;0;5.0;280;0.0;0;4
 1; 21; 3;5.8;100;0;5.2;292;0.0;0;3
 1; 21; 4;5.9;100;0;6.1;203;0.0;0;3
 1; 21; 5;5.9;100;0;6.8;199;0.0;0;3
 1; 21; 6;5.9;100;0;6.6;88;0.0;0;2
 1; 21; 7;6.0;100;0;6.6;65;0.0;0;2
 1; 21; 8;6.0;100;0;7.0;69;0.0;0;2
 1; 21; 9;6.1;100;1;8.2;90;0.0;0;1
 1; 21; 10;7.5;97;64;8.5;7;0.0;267;1
 1; 21; 11;9.3;85;162;7.6;48;0.0;519;1
 1; 21; 12;10.9;70;232;9.1;50;0.0;644;1
 1; 21; 13;12.2;67;263;13.0;45;0.0;646;3
 1; 21; 14;13.0;63;253;12.3;340;0.0;615;3
 1; 21; 15;12.9;65;144;10.8;330;0.0;226;7
 1; 21; 16;12.0;67;48;9.1;352;0.0;26;7
 1; 21; 17;11.0;67;5;9.6;7;0.0;0;7
 1; 21; 18;10.2;71;0;8.5;64;0.0;0;6
 1; 21; 19;10.0;75;0;8.2;67;0.0;0;6
 1; 21; 20;9.7;76;0;8.5;89;0.0;0;5
 1; 21; 21;9.5;73;0;9.6;75;0.0;0;5
 1; 21; 22;9.3;77;0;8.5;4;0.0;0;5
 1; 21; 23;9.1;80;0;10.3;71;0.0;0;4
 1; 21; 24;8.9;82;0;9.6;58;0.0;0;4
 1; 22; 1;8.5;85;0;10.8;352;0.0;0;4
 1; 22; 2;8.0;88;0;8.5;51;0.0;0;3
 1; 22; 3;7.6;87;0;10.3;78;0.0;0;3
 1; 22; 4;7.4;92;0;8.2;59;0.0;0;3
 1; 22; 5;7.3;91;0;8.2;80;0.0;0;2
 1; 22; 6;7.1;96;0;8.0;78;0.0;0;2
 1; 22; 7;7.0;94;0;5.4;69;0.0;0;1
 1; 22; 8;6.9;96;0;5.2;249;0.0;0;1
 1; 22; 9;7.0;93;1;4.0;264;0.0;0;1
 1; 22; 10;8.4;89;86;4.3;267;0.0;405;0
 1; 22; 11;10.0;79;200;4.0;267;0.0;679;0
 1; 22; 12;11.6;69;286;3.0;237;0.0;844;0
 1; 22; 13;12.8;64;321;3.0;253;0.0;890;0
 1; 22; 14;13.5;60;308;2.9;249;0.0;861;0
 1; 22; 15;13.8;65;249;2.9;258;0.0;748;0
 1; 22; 16;13.5;65;161;4.0;244;0.0;564;0
 1; 22; 17;12.8;74;68;4.3;260;0.0;379;1
 1; 22; 18;11.8;77;0;5.7;258;0.0;0;1
 1; 22; 19;11.5;84;0;6.8;214;0.0;0;1
 1; 22; 20;11.1;82;0;5.7;84;0.0;0;1
 1; 22; 21;10.7;83;0;6.1;193;0.0;0;2
 1; 22; 22;10.4;83;0;5.0;129;0.0;0;2
 1; 22; 23;10.0;81;0;5.2;266;0.0;0;2
 1; 22; 24;9.6;84;0;5.0;235;0.0;0;3
 1; 23; 1;9.0;89;0;5.4;227;0.0;0;3
 1; 23; 2;8.4;94;0;4.0;247;0.0;0;3
 1; 23; 3;7.8;98;0;2.5;265;0.0;0;3
 1; 23; 4;7.4;100;0;3.2;274;0.0;0;4
 1; 23; 5;7.1;100;0;2.7;250;0.0;0;4
 1; 23; 6;6.8;100;0;3.0;262;0.0;0;4
 1; 23; 7;6.5;99;0;2.6;264;0.0;0;4
 1; 23; 8;6.3;94;0;2.1;224;0.0;0;5
 1; 23; 9;6.3;96;3;2.6;283;0.0;0;5
 1; 23; 10;7.0;91;55;2.6;254;0.0;111;5
 1; 23; 11;8.0;84;138;3.0;276;0.0;353;6
 1; 23; 12;8.9;73;197;2.2;266;0.0;405;6
 1; 23; 13;9.2;72;158;2.5;254;0.0;183;8
 1; 23; 14;8.5;80;42;2.5;280;0.6;19;8
 1; 23; 15;8.9;78;138;2.4;266;0.0;175;8
 1; 23; 16;8.8;71;91;1.9;262;0.1;121;8
 1; 23; 17;8.3;64;19;1.9;280;0.0;6;8
 1; 23; 18;7.8;64;0;1.2;273;0.0;0;8
 1; 23; 19;7.2;62;0;0.8;257;0.0;0;8
 1; 23; 20;6.5;62;0;0.5;317;0.0;0;8
 1; 23; 21;5.9;61;0;0.6;297;0.0;0;8
 1; 23; 22;5.3;63;0;0.3;317;0.0;0;8
 1; 23; 23;4.7;66;0;0.5;300;0.0;0;8
 1; 23; 24;4.0;71;0;0.6;311;0.0;0;8
 1; 24; 1;3.5;85;0;0.3;312;0.1;0;8
 1; 24; 2;2.8;84;0;0.3;295;0.4;0;8
 1; 24; 3;1.8;93;0;0.1;290;2.4;0;8
 1; 24; 4;1.8;89;0;0.1;308;0.6;0;8
 1; 24; 5;1.6;94;0;0.2;310;0.1;0;8
 1; 24; 6;1.2;87;0;0.6;297;0.3;0;8
 1; 24; 7;1.0;93;0;0.7;277;0.0;0;8
 1; 24; 8;0.7;96;0;0.9;240;0.0;0;8
 1; 24; 9;0.6;95;1;1.0;231;0.0;0;8
 1; 24; 10;0.5;95;12;0.8;281;0.0;3;8
 1; 24; 11;0.4;91;27;0.6;240;0.0;11;8
 1; 24; 12;0.3;93;40;0.4;280;0.0;18;8
 1; 24; 13;0.1;96;44;0.4;261;0.0;20;8
 1; 24; 14;0.0;96;41;0.6;266;0.0;18;8
 1; 24; 15;-0.1;96;36;0.8;263;0.0;15;8
 1; 24; 16;-0.1;96;26;1.1;255;0.0;10;8
 1; 24; 17;-0.1;100;10;1.2;252;0.0;1;8
 1; 24; 18;-0.2;100;0;1.0;245;0.0;0;8
 1; 24; 19;-0.2;100;0;0.9;268;0.0;0;8
 1; 24; 20;-0.2;100;0;1.2;273;0.0;0;8
 1; 24; 21;-0.2;100;0;1.4;255;0.1;0;8
 1; 24; 22;-0.2;100;0;1.5;265;0.0;0;8
 1; 24; 23;-0.3;96;0;2.0;265;1.0;0;8
 1; 24; 24;-0.2;96;0;1.7;286;0.2;0;8
 1; 25; 1;0.1;97;0;2.1;261;0.0;0;8
 1; 25; 2;0.4;97;0;1.4;268;0.0;0;8
 1; 25; 3;0.6;96;0;1.5;252;0.4;0;8
 1; 25; 4;0.5;97;0;1.1;262;2.0;0;8
 1; 25; 5;1.0;96;0;1.4;252;0.2;0;8
 1; 25; 6;1.2;97;0;1.5;252;0.1;0;8
 1; 25; 7;1.3;97;0;2.0;262;0.0;0;8
 1; 25; 8;1.4;97;0;1.9;265;0.0;0;8
 1; 25; 9;1.4;97;1;1.6;263;0.0;0;8
 1; 25; 10;2.0;96;19;1.9;261;0.0;6;8
 1; 25; 11;2.7;89;39;1.3;280;0.0;19;8
 1; 25; 12;3.3;88;56;1.5;287;0.0;29;8
 1; 25; 13;3.7;88;65;1.1;223;0.0;35;8
 1; 25; 14;4.1;84;64;1.4;236;0.0;34;8
 1; 25; 15;4.2;79;52;1.2;253;0.0;27;8
 1; 25; 16;4.1;79;36;1.2;240;0.0;17;8
 1; 25; 17;3.8;91;14;1.7;239;0.0;4;8
 1; 25; 18;3.4;95;0;1.6;264;0.0;0;8
 1; 25; 19;4.0;97;0;1.8;274;0.0;0;8
 1; 25; 20;4.7;94;0;1.5;284;0.0;0;8
 1; 25; 21;5.4;89;0;1.6;241;0.0;0;8
 1; 25; 22;6.0;87;0;1.6;283;0.0;0;8
 1; 25; 23;6.7;90;0;1.5;256;0.1;0;8
 1; 25; 24;7.2;93;0;1.6;255;0.7;0;8
 1; 26; 1;7.3;82;0;1.3;263;0.3;0;8
 1; 26; 2;7.3;90;0;1.4;236;0.1;0;8
 1; 26; 3;7.1;93;0;2.1;277;0.8;0;8
 1; 26; 4;6.2;98;0;2.2;268;5.4;0;8
 1; 26; 5;7.2;90;0;1.4;252;0.4;0;8
 1; 26; 6;7.0;97;0;1.3;263;1.3;0;8
 1; 26; 7;7.2;92;0;1.6;246;0.5;0;8
 1; 26; 8;7.3;90;0;1.6;246;0.1;0;8
 1; 26; 9;7.3;88;1;1.5;244;0.0;0;8
 1; 26; 10;7.5;83;8;1.9;231;0.0;1;8
 1; 26; 11;7.7;83;17;2.4;279;0.1;6;8
 1; 26; 12;7.8;78;24;2.2;244;0.0;9;8
 1; 26; 13;8.0;78;28;3.2;238;0.0;11;8
 1; 26; 14;8.1;78;28;2.7;213;0.0;12;8
 1; 26; 15;8.1;78;24;3.4;283;0.0;9;8
 1; 26; 16;8.1;78;16;3.2;198;0.2;5;8
 1; 26; 17;8.0;78;6;3.0;222;0.1;0;8
 1; 26; 18;7.8;82;0;4.3;225;0.4;0;8
 1; 26; 19;7.7;78;0;5.0;57;0.7;0;7
 1; 26; 20;7.7;78;0;4.6;89;0.2;0;7
 1; 26; 21;7.3;86;0;4.6;65;1.8;0;7
 1; 26; 22;7.0;83;0;4.0;69;2.6;0;7
 1; 26; 23;7.2;83;0;3.2;222;1.0;0;7
 1; 26; 24;7.3;78;0;3.8;282;0.2;0;6
 1; 27; 1;6.6;87;0;4.0;226;0.0;0;6
 1; 27; 2;5.8;91;0;4.8;225;0.0;0;6
 1; 27; 3;5.1;94;0;4.8;62;0.0;0;6
 1; 27; 4;4.7;97;0;5.9;191;0.0;0;6
 1; 27; 5;4.2;97;0;6.4;95;0.0;0;6
 1; 27; 6;3.8;97;0;7.0;66;0.0;0;5
 1; 27; 7;3.5;97;0;7.6;32;0.0;0;5
 1; 27; 8;3.2;97;0;7.6;35;0.0;0;5
 1; 27; 9;3.2;97;2;7.6;30;0.0;0;5
 1; 27; 10;4.4;97;74;8.5;38;0.0;233;5
 1; 27; 11;5.7;85;159;8.2;31;0.0;395;4
 1; 27; 12;6.9;78;221;8.0;18;0.0;503;4
 1; 27; 13;7.9;72;272;9.1;44;0.0;619;3
 1; 27; 14;8.5;66;257;9.9;337;0.0;574;4
 1; 27; 15;8.6;65;207;9.9;345;0.0;467;4
 1; 27; 16;8.3;64;130;9.1;359;0.0;293;5
 1; 27; 17;7.5;65;57;8.5;34;0.0;207;5
 1; 27; 18;6.6;67;0;11.6;14;0.0;0;6
 1; 27; 19;6.2;67;0;13.6;348;0.0;0;6
 1; 27; 20;5.8;69;0;10.3;348;0.0;0;6
 1; 27; 21;5.4;72;0;9.9;44;0.0;0;6
 1; 27; 22;5.0;70;0;8.8;55;0.0;0;6
 1; 27; 23;4.6;71;0;10.8;57;0.0;0;6
 1; 27; 24;4.2;72;0;9.6;28;0.0;0;6
 1; 28; 1;4.0;72;0;10.8;23;0.0;0;7
 1; 28; 2;3.9;75;0;8.8;59;0.0;0;7
 1; 28; 3;3.7;72;0;9.6;74;0.0;0;7
 1; 28; 4;3.7;80;0;9.1;67;0.0;0;7
 1; 28; 5;3.6;84;0;10.8;57;0.0;0;7
 1; 28; 6;3.5;85;0;14.9;36;0.0;0;7
 1; 28; 7;3.5;84;0;12.3;351;0.0;0;7
 1; 28; 8;3.4;84;0;11.6;28;0.0;0;8
 1; 28; 9;3.4;81;1;11.6;11;0.0;0;8
 1; 28; 10;4.0;77;30;10.3;54;0.0;14;8
 1; 28; 11;4.5;77;52;7.6;5;0.0;27;8
 1; 28; 12;4.9;69;75;6.8;70;0.0;41;8
 1; 28; 13;5.3;65;90;7.1;224;0.0;51;8
 1; 28; 14;5.5;67;76;6.4;185;0.0;41;8
 1; 28; 15;5.5;69;67;7.1;218;0.0;35;8
 1; 28; 16;5.4;68;44;6.8;193;0.0;21;8
 1; 28; 17;5.1;68;15;6.1;199;0.0;4;8
 1; 28; 18;4.8;81;1;5.4;243;0.3;0;8
 1; 28; 19;4.3;86;0;5.9;275;1.8;0;8
 1; 28; 20;4.5;83;0;7.0;273;0.1;0;8
 1; 28; 21;4.3;83;0;6.4;49;0.0;0;8
 1; 28; 22;4.0;78;0;5.0;204;0.6;0;8
 1; 28; 23;4.0;78;0;5.7;262;0.2;0;8
 1; 28; 24;3.8;86;0;5.0;267;0.0;0;8
 1; 29; 1;3.7;92;0;5.2;256;0.1;0;8
 1; 29; 2;3.4;82;0;6.1;276;0.5;0;8
 1; 29; 3;3.4;83;0;5.9;223;0.0;0;8
 1; 29; 4;3.3;83;0;6.6;221;0.0;0;8
 1; 29; 5;3.2;83;0;6.1;77;0.0;0;8
 1; 29; 6;3.2;83;0;5.4;216;0.0;0;8
 1; 29; 7;3.1;83;0;5.2;267;0.0;0;8
 1; 29; 8;3.1;83;0;5.9;277;0.0;0;8
 1; 29; 9;3.2;83;1;6.1;235;0.0;0;8
 1; 29; 10;4.4;83;57;5.9;210;0.0;75;8
 1; 29; 11;5.5;78;111;5.4;223;0.0;127;8
 1; 29; 12;6.7;66;167;5.0;220;0.0;204;8
 1; 29; 13;7.6;68;183;3.6;282;0.0;207;8
 1; 29; 14;8.0;67;162;4.0;260;0.0;138;8
 1; 29; 15;8.1;69;130;4.0;241;0.0;102;8
 1; 29; 16;7.9;70;90;3.6;243;0.0;71;8
 1; 29; 17;7.3;69;41;3.4;265;0.0;34;8
 1; 29; 18;6.6;75;1;5.0;267;0.0;0;8
 1; 29; 19;6.4;81;0;4.6;207;0.0;0;8
 1; 29; 20;6.2;83;0;4.3;284;0.0;0;8
 1; 29; 21;6.0;83;0;3.8;275;0.0;0;8
 1; 29; 22;5.8;81;0;4.0;240;0.0;0;8
 1; 29; 23;5.6;76;0;5.2;269;0.0;0;8
 1; 29; 24;5.4;77;0;6.4;209;0.0;0;8
 1; 30; 1;5.1;75;0;7.6;86;0.0;0;8
 1; 30; 2;4.9;80;0;7.3;3;0.0;0;8
 1; 30; 3;4.4;91;0;6.4;65;1.0;0;8
 1; 30; 4;4.5;94;0;6.6;71;0.0;0;8
 1; 30; 5;4.4;89;0;5.9;88;0.0;0;8
 1; 30; 6;4.3;97;0;4.6;192;0.0;0;8
 1; 30; 7;4.2;97;0;4.8;279;0.0;0;8
 1; 30; 8;4.1;96;0;4.0;275;0.2;0;8
 1; 30; 9;4.2;97;1;4.8;270;0.0;0;8
 1; 30; 10;4.4;96;13;4.0;269;0.0;3;8
 1; 30; 11;4.8;92;35;3.4;263;0.0;15;8
 1; 30; 12;5.1;87;45;2.5;234;0.0;21;8
 1; 30; 13;5.3;90;50;2.1;244;0.0;23;8
 1; 30; 14;7.0;80;271;2.9;250;0.0;519;5
 1; 30; 15;8.0;71;228;2.6;267;0.0;496;4
 1; 30; 16;8.4;70;156;2.2;246;0.0;378;5
 1; 30; 17;8.1;72;68;2.4;281;0.0;226;5
 1; 30; 18;7.4;76;1;2.7;269;0.0;0;5
 1; 30; 19;7.4;80;0;3.0;239;0.0;0;5
 1; 30; 20;7.4;81;0;4.6;256;0.0;0;5
 1; 30; 21;7.4;77;0;3.2;234;0.0;0;5
 1; 30; 22;7.3;82;0;4.3;237;0.0;0;6
 1; 30; 23;7.3;83;0;5.0;231;0.0;0;6
 1; 30; 24;7.3;78;0;4.0;209;0.0;0;6
 1; 31; 1;7.3;75;0;5.4;250;0.0;0;6
 1; 31; 2;7.4;81;0;5.4;46;0.0;0;6
 1; 31; 3;7.4;78;0;5.7;133;0.0;0;7
 1; 31; 4;7.4;76;0;4.3;65;0.0;0;7
 1; 31; 5;7.5;73;0;4.8;261;0.0;0;7
 1; 31; 6;7.5;79;0;4.0;231;0.0;0;7
 1; 31; 7;7.5;84;0;3.4;282;0.0;0;7
 1; 31; 8;7.6;85;0;3.6;233;0.0;0;7
 1; 31; 9;7.8;87;4;4.6;271;0.0;0;8
 1; 31; 10;8.6;84;37;4.3;196;0.0;20;8
 1; 31; 11;10.0;74;103;4.0;258;0.0;103;8
 1; 31; 12;10.6;66;103;3.6;285;0.0;65;8
 1; 31; 13;11.0;64;95;2.5;247;0.0;55;8
 1; 31; 14;11.2;64;97;1.6;249;0.0;57;8
 1; 31; 15;11.7;61;135;1.9;236;0.0;111;8
 1; 31; 16;11.6;62;65;1.8;239;0.0;38;8
 1; 31; 17;11.2;60;38;2.2;261;0.0;23;8
 1; 31; 18;10.6;60;1;2.9;260;0.0;0;8
 1; 31; 19;10.4;61;0;3.2;277;0.0;0;8
 1; 31; 20;10.2;58;0;4.0;275;0.0;0;8
 1; 31; 21;9.9;75;0;4.0;217;0.1;0;8
 1; 31; 22;9.6;78;0;2.6;225;0.2;0;8
 1; 31; 23;9.4;78;0;2.7;263;0.5;0;8
 1; 31; 24;8.9;83;0;2.4;250;1.6;0;8
 2; 32; 1;8.9;83;0;3.1;246;0.0;0;7
 2; 32; 2;8.5;83;0;1.1;138;0.0;0;7
 2; 32; 3;8.1;83;0;3.3;179;0.0;0;7
 2; 32; 4;7.9;83;0;2.9;200;0.0;0;7
 2; 32; 5;7.7;84;0;2.5;42;0.0;0;7
 2; 32; 6;7.5;85;0;4.0;163;0.0;0;7
 2; 32; 7;7.3;86;0;3.8;200;0.0;0;7
 2; 32; 8;7.2;91;0;3.3;236;0.0;0;7
 2; 32; 9;7.3;89;4;4.0;189;0.0;0;7
 2; 32; 10;8.1;80;75;2.3;153;0.0;139;7
 2; 32; 11;9.1;72;154;1.9;168;0.0;255;7
 2; 32; 12;10.0;64;227;2.7;140;0.0;469;5
 2; 32; 13;10.7;63;243;2.5;351;0.0;357;7
 2; 32; 14;11.0;61;230;2.5;25;0.0;331;7
 2; 32; 15;11.1;69;173;4.3;24;0.0;239;7
 2; 32; 16;11.0;69;150;4.0;230;0.0;319;7
 2; 32; 17;10.5;75;67;4.3;175;0.0;165;7
 2; 32; 18;9.9;76;1;5.2;187;0.0;0;7
 2; 32; 19;9.5;78;0;6.0;196;0.0;0;7
 2; 32; 20;9.2;79;0;5.2;192;0.0;0;7
 2; 32; 21;8.8;79;0;4.9;206;0.0;0;7
 2; 32; 22;8.5;76;0;5.7;217;0.0;0;7
 2; 32; 23;8.1;74;0;4.9;191;0.0;0;7
 2; 32; 24;7.8;74;0;4.7;270;0.0;0;7
 2; 33; 1;7.6;75;0;3.1;231;0.0;0;7
 2; 33; 2;7.3;72;0;1.9;251;0.0;0;7
 2; 33; 3;7.1;75;0;1.1;196;0.0;0;7
 2; 33; 4;6.9;80;0;3.5;198;0.0;0;8
 2; 33; 5;6.8;80;0;3.3;205;0.0;0;8
 2; 33; 6;6.7;79;0;3.5;219;0.0;0;8
 2; 33; 7;6.6;81;0;3.5;221;0.0;0;8
 2; 33; 8;6.5;80;0;5.2;207;0.0;0;8
 2; 33; 9;6.6;74;1;6.9;230;0.0;0;8
 2; 33; 10;6.9;76;23;6.0;205;0.0;9;8
 2; 33; 11;6.9;77;21;6.3;214;0.0;8;8
 2; 33; 12;8.0;71;172;6.3;199;0.0;230;8
 2; 33; 13;9.3;66;300;6.6;223;0.0;602;4
 2; 33; 14;9.6;65;154;6.6;232;0.0;146;8
 2; 33; 15;9.4;79;94;5.7;229;0.3;56;8
 2; 33; 16;9.5;67;125;7.4;222;0.0;188;7
 2; 33; 17;9.3;63;72;6.0;264;0.0;204;7
 2; 33; 18;8.9;64;5;4.5;303;0.0;1;7
 2; 33; 19;8.5;68;0;4.9;271;0.0;0;7
 2; 33; 20;8.1;69;0;5.5;201;0.0;0;7
 2; 33; 21;7.8;71;0;3.8;228;0.0;0;7
 2; 33; 22;7.4;68;0;3.1;217;0.0;0;8
 2; 33; 23;7.0;68;0;2.7;206;0.0;0;8
 2; 33; 24;6.7;70;0;1.0;221;0.0;0;8
 2; 34; 1;6.2;79;0;1.4;220;0.3;0;8
 2; 34; 2;5.9;79;0;1.0;202;0.2;0;8
 2; 34; 3;5.1;86;0;0.4;151;2.3;0;8
 2; 34; 4;5.2;79;0;0.2;348;0.7;0;8
 2; 34; 5;5.1;83;0;0.2;143;0.0;0;8
 2; 34; 6;4.9;83;0;0.5;164;0.0;0;8
 2; 34; 7;4.7;84;0;0.5;180;0.0;0;8
 2; 34; 8;4.6;85;0;0.6;178;0.0;0;8
 2; 34; 9;4.6;83;2;1.0;247;0.0;0;8
 2; 34; 10;4.9;85;42;1.6;194;0.0;24;8
 2; 34; 11;5.1;80;79;1.0;174;0.0;48;8
 2; 34; 12;5.3;81;87;0.8;148;0.0;50;8
 2; 34; 13;5.5;79;113;0.6;244;0.0;69;8
 2; 34; 14;5.6;79;124;0.8;229;0.0;78;8
 2; 34; 15;5.5;67;68;0.7;169;0.0;35;8
 2; 34; 16;5.4;70;40;1.4;172;0.0;18;8
 2; 34; 17;5.2;70;20;1.9;1;0.0;7;8
 2; 34; 18;5.0;68;2;1.4;52;0.0;0;8
 2; 34; 19;4.7;68;0;1.6;13;0.0;0;8
 2; 34; 20;4.4;67;0;0.5;2;0.0;0;8
 2; 34; 21;4.0;68;0;0.8;33;0.0;0;8
 2; 34; 22;3.7;75;0;1.0;190;0.0;0;8
 2; 34; 23;3.4;80;0;0.4;156;0.1;0;8
 2; 34; 24;3.1;84;0;1.4;201;0.0;0;8
 2; 35; 1;2.6;81;0;1.7;156;0.0;0;8
 2; 35; 2;2.0;86;0;2.1;192;0.0;0;8
 2; 35; 3;1.5;83;0;2.1;85;0.0;0;8
 2; 35; 4;1.2;81;0;2.1;167;0.0;0;8
 2; 35; 5;0.9;85;0;3.3;176;0.0;0;8
 2; 35; 6;0.6;85;0;2.5;146;0.0;0;8
 2; 35; 7;0.4;83;0;2.3;4;0.0;0;8
 2; 35; 8;0.1;85;0;3.1;203;0.0;0;8
 2; 35; 9;0.1;82;2;2.9;188;0.0;0;8
 2; 35; 10;0.3;79;38;2.1;180;0.0;20;8
 2; 35; 11;0.6;76;86;2.1;204;0.0;55;8
 2; 35; 12;0.9;73;125;4.7;236;0.0;85;8
 2; 35; 13;1.1;73;125;3.8;232;0.0;80;8
 2; 35; 14;1.1;75;125;4.0;243;0.0;80;8
 2; 35; 15;1.1;79;104;3.8;155;0.1;64;8
 2; 35; 16;1.0;73;80;2.9;186;0.0;50;8
 2; 35; 17;0.8;83;41;3.3;147;0.4;24;8
 2; 35; 18;0.2;92;2;3.5;173;1.6;0;8
 2; 35; 19;0.4;90;0;2.1;163;0.0;0;8
 2; 35; 20;0.2;90;0;0.8;172;0.0;0;7
 2; 35; 21;0.0;93;0;1.4;149;0.0;0;7
 2; 35; 22;-0.2;87;0;2.3;85;0.0;0;7
 2; 35; 23;-0.4;91;0;2.1;350;0.0;0;7
 2; 35; 24;-0.6;89;0;1.6;343;0.0;0;7
 2; 36; 1;-0.6;92;0;1.4;347;0.0;0;7
 2; 36; 2;-0.5;90;0;1.6;359;0.0;0;7
 2; 36; 3;-0.4;91;0;3.5;8;0.0;0;6
 2; 36; 4;-0.3;91;0;4.5;26;0.0;0;6
 2; 36; 5;-0.2;85;0;4.3;0;0.0;0;6
 2; 36; 6;-0.1;77;0;4.5;6;0.0;0;6
 2; 36; 7;-0.1;79;0;5.2;106;0.0;0;6
 2; 36; 8;0.0;75;0;4.3;143;0.0;0;6
 2; 36; 9;0.3;76;8;3.3;203;0.0;2;6
 2; 36; 10;2.2;71;119;2.9;210;0.0;283;5
 2; 36; 11;4.0;65;229;3.1;226;0.0;608;0
 2; 36; 12;5.3;60;260;3.3;211;0.0;518;5
 2; 36; 13;6.1;57;277;3.8;210;0.0;492;5
 2; 36; 14;6.8;57;292;4.5;213;0.0;579;4
 2; 36; 15;6.9;58;220;5.7;212;0.0;342;6
 2; 36; 16;6.8;57;180;4.7;209;0.0;417;4
 2; 36; 17;6.2;58;85;3.8;202;0.0;208;4
 2; 36; 18;5.2;71;1;4.0;208;0.0;0;4
 2; 36; 19;4.9;73;0;4.3;229;0.0;0;4
 2; 36; 20;4.6;74;0;4.3;193;0.0;0;4
 2; 36; 21;4.3;76;0;4.3;223;0.0;0;4
 2; 36; 22;4.0;71;0;4.3;19;0.0;0;4
 2; 36; 23;3.7;70;0;4.5;171;0.0;0;5
 2; 36; 24;3.4;70;0;3.5;169;0.0;0;5
 2; 37; 1;2.9;71;0;4.0;359;0.0;0;5
 2; 37; 2;2.3;74;0;4.5;4;0.0;0;5
 2; 37; 3;1.8;75;0;5.2;13;0.0;0;5
 2; 37; 4;1.5;80;0;4.9;338;0.0;0;5
 2; 37; 5;1.2;83;0;4.3;354;0.0;0;5
 2; 37; 6;0.9;88;0;3.1;45;0.0;0;5
 2; 37; 7;0.7;87;0;2.5;54;0.0;0;6
 2; 37; 8;0.5;89;0;2.5;44;0.0;0;6
 2; 37; 9;0.6;90;8;1.7;21;0.0;2;6
 2; 37; 10;1.7;84;98;1.1;253;0.0;210;6
 2; 37; 11;2.7;84;189;1.4;185;0.0;397;5
 2; 37; 12;3.6;80;249;1.9;188;0.0;487;5
 2; 37; 13;4.1;78;264;2.1;184;0.0;373;7
 2; 37; 14;4.4;76;249;1.9;219;0.0;341;7
 2; 37; 15;4.5;77;206;3.1;231;0.0;278;7
 2; 37; 16;4.3;81;156;4.0;213;0.0;227;7
 2; 37; 17;3.8;84;76;4.0;200;0.0;128;7
 2; 37; 18;3.1;85;2;3.8;194;0.0;0;7
 2; 37; 19;2.7;82;0;2.3;184;0.0;0;7
 2; 37; 20;2.4;81;0;4.0;201;0.0;0;7
 2; 37; 21;2.1;75;0;3.8;171;0.0;0;7
 2; 37; 22;1.8;76;0;2.9;23;0.0;0;7
 2; 37; 23;1.5;76;0;1.7;239;0.0;0;7
 2; 37; 24;1.2;77;0;2.3;196;0.0;0;7
 2; 38; 1;1.0;80;0;2.1;122;0.0;0;7
 2; 38; 2;1.0;77;0;1.7;358;0.0;0;7
 2; 38; 3;0.9;76;0;2.3;193;0.0;0;7
 2; 38; 4;0.9;76;0;2.1;142;0.0;0;6
 2; 38; 5;0.9;80;0;1.7;169;0.0;0;6
